Date,Tweet,Likes,Retweets
2018-12-24,Stainless Steel Starship https://t.co/rRoiEKKrYc,92036,7716
2018-12-23,Amazing space progress by China. This year they did more orbital launches than the USA for the first time. https://t.co/rIks4ZHuCO,23001,2177
2018-12-23,Engineering is true magic,205082,36604
2018-12-23,Please put “invented car fart” on my gravestone. This is my only request.,155079,15413
2018-12-22,"Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less.

Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at https://t.co/46TXqRrsdr or visit stores.",13385,1351
2018-12-21,"💛 Bajirao Mastani 💛
https://t.co/XbmDpiyfOP https://t.co/DZyV6S7TJZ",56621,10598
2018-12-21,"Anxiety is a scalar, fear is a vector",149797,31478
2018-12-20,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,21015,1152
2018-12-20,"As a thank you to Tesla short sellers, we named a 💨 after them haha https://t.co/5GCgM4RT4W",14093,1467
2018-12-19,"Perhaps lost in the transport debate is that @boringcompany built a 6000 ft tunnel in LA for ~$10M with V1 (Godot). Next tunnel will be made with V2 (Line-Storm). V3 (Prufrock), aspirationally 10X better, should be operational next year. For reference: https://t.co/LS4EhN57Mw",12212,1492
2018-12-19,Join our underground movement!,115265,8019
2018-12-19,Are tunnels safe in an earthquake? https://t.co/vxcZ2Hi2qx,36054,3807
2018-12-19,Next step for @BoringCompany Loop is demonstrating high throughput at high speed. Target is 4000 vehicles/hour at 155mph (250km/h).,25616,2187
2018-12-19,"The demo ride takes you in *same* car on road, down elevator, zips through tunnel using guide wheels, up elevator at destination &amp; then drives on normal roads back to start",21826,1336
2018-12-19,Tesla in @boringcompany tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again https://t.co/3a6i0NoSmi,53493,7900
2018-12-18,Boring product launch will be streamed live at 8pm California time tonight https://t.co/bwRt49d34V,19616,2383
2018-12-18,Honored to work with amazing teams at SpaceX &amp; Tesla! https://t.co/ePcf7LSlzb,31851,1900
2018-12-16,Medieval Futurism https://t.co/Q2Vv7gcWv9,58842,4593
2018-12-16,Tesla 💨 app almost done. Important to get every note right!,31780,1262
2018-12-14,💕🍜 ramen is sooo good🍜 💕,292568,60080
2018-12-11,"Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. 

To be on the cancellation waitlist for delivery this year or if you want a display car, order at https://t.co/46TXqRJ3C1 or visit our stores. Full refund if Tesla can’t deliver your car this year.",10788,1128
2018-12-11,"Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. 

Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be. https://t.co/DGjMcbYGBj",40680,4296
2018-12-09,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps.",66059,4668
2018-12-09,"Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later. https://t.co/zPnrrVash1",44349,4450
2018-12-07,Boring Company product launch on Dec 18. More than a tunnel opening. Will include modded but fully road legal autonomous transport cars &amp; ground to tunnel car elevators.,57343,5430
2018-12-05,Tracking shot of Falcon water landing https://t.co/6Hv2aZhLjM,113523,16441
2018-12-05,"Engines stabilized rocket spin just in time, enabling an intact landing in water! Ships en route to rescue Falcon. https://t.co/O3h8eCgGJ7",94512,15168
2018-12-05,"Grid fin hydraulic pump stalled, so Falcon landed just out to sea. Appears to be undamaged &amp; is transmitting data. Recovery ship dispatched.",34736,3147
2018-12-05,Falcon/Dragon launch to @Space_Station in 9 minutes https://t.co/KqeTUmZ69v,11233,952
2018-12-03,"Falcon fairing halves missed the net, but touched down softly in the water. Mr Steven is picking them up. Plan is to dry them out &amp; launch again. Nothing wrong with a little swim.",51853,3182
2018-12-03,64 satellites 🛰 on this flight! https://t.co/yhBQIf6wUM,18694,1399
2018-12-02,None shall pass! https://t.co/rNXaSgkMWZ,29229,1967
2018-12-01,♥️♥️♥️♥️🛸🛸🛸🛸♥️♥️♥️♥️ https://t.co/EX8RPQdc8r,123366,15977
2018-11-29,Boring breakthrough @BoringCompany https://t.co/pSflhZadwC,46108,3632
2018-11-29,"Super fun software Easter eggs coming to all Tesla S/3/X cars before the holidays! Romance mode, toilet humor &amp; more video games.",32289,2010
2018-11-28,"Cool! Actually, if you buy a Tesla without a test drive, you have 3 days to return it. If you buy after a test drive, you still have 24 hours. Trying to incent buying with no test drive. https://t.co/O2dd5bGxrz",30433,2011
2018-11-26,"Join to create exciting new worlds of technology!! If getting things done matters to you, then @SpaceX, @Tesla, @BoringCompany &amp; @Neuralink are the places to be. https://t.co/p9deZP02Cz",32765,2851
2018-11-26,"For those worried about running out of fresh water, it may help to know that desalination only costs 0.1 cents per liter or half a cent per gallon",105604,12883
2018-11-26,"Used to live in Silicon Valley, now I live in Silicone Valley",73747,4807
2018-11-26,🖤 trouble,32677,3837
2018-11-26,Earth is,42925,9498
2018-11-23,"If you don’t want a Tesla, here’s a list of all electric cars in North America https://t.co/phhBjCh2YI via @cleantechnica",27767,3421
2018-11-21,"🚀 Starships were meant to fly 🚀
https://t.co/6yclRVZZFQ",25834,4710
2018-11-20,Renaming BFR to Starship,38880,3310
2018-11-19,Tesla Supercharger capacity will double by end of next year. Expect to be within range of 95% to 100% of population in all active markets.,27283,1945
2018-11-19,Will allow having your car picked up &amp; dropped off or using mobile Tesla Rangers service vans if car lift isn’t needed https://t.co/ITPgR9BeGz,6009,317
2018-11-17,"Btw, SpaceX is no longer planning to upgrade Falcon 9 second stage for reusability. Accelerating BFR instead. New design is very exciting! Delightfully counter-intuitive.",43978,2885
2018-11-17,"Set air flow to recirculating mode &amp; manually raise blower speed to 5 in Model 3 for best air quality. Air filters are smaller than S/X, so clear air is achieved by circulating through filter several times. https://t.co/vQCcrwZgmC",16572,1649
2018-11-17,Congratulations @BoringCompany on completing the LA/Hawthorne tunnel! Cutting edge technology! https://t.co/80WbSQekCQ,61115,6373
2018-11-17,Boring Company just broke through the other side!!  https://t.co/4yxQgpPVfZ,24293,3570
2018-11-17,Listening to Better Now https://t.co/VyCkLWkRtA,59612,6425
2018-11-16,"Sure hope this isn’t true. It is the non-linearities, such as Siberian permafrost melting or ocean currents changing, that are most difficult to predict. https://t.co/k0eSzDZHwR",22069,3275
2018-11-15,Looking back at the sun from upper stage &amp; Falcon 9 🚀 landed on drone ship Of Course I Still Love You https://t.co/sg3FXIDQJL,20965,1503
2018-11-15,The Boring Company is building a watchtower in LA out of dirt bricks &amp; we need a knight to yell insults at people in a French accent https://t.co/VChOVXXVaz,56215,8548
2018-11-15,Tesla just acquired trucking capacity to ensure Model 3 can be delivered in US by Dec 31 if ordered by Nov 30 https://t.co/npmPuSXNWC,18055,1595
2018-11-14,"Congratulations @SpaceX team! Thanks @NASA, much appreciated. https://t.co/6aiWbh8F6V",35015,2743
2018-11-11,"It naturally follows that a hotter system will have more energetic events. For example, as a pot of water becomes colder, it becomes inert ice, but heating a pot of water turns it into a steam boiler. https://t.co/gRpj5uaS0N",23856,2546
2018-11-10,"We know we’ll run out of dead dinosaurs to mine for fuel &amp; have to use sustainable energy eventually, so why not go renewable now &amp; avoid increasing risk of climate catastrophe? Betting that science is wrong &amp; oil companies are right is the dumbest experiment in history by far … https://t.co/TvyuDBf3lR",128936,32341
2018-11-10,"If Tesla can help people in California wildfire, please let us know. Model S &amp; X have hospital grade HEPA filters. Maybe helpful for transporting people.",118565,13045
2018-11-09,Please lmk what you’d most like improved/fixed about your Tesla. Thanks!,51378,1884
2018-11-07,Mod to SpaceX tech tree build: Falcon 9 second stage will be upgraded to be like a mini-BFR Ship,32263,2099
2018-11-07,"I think Twitter is deleting fake, scam or maybe even inactive accounts. My follower count decreased by ~20k over the past few days.",106859,4295
2018-11-06,https://t.co/gt8PXloMZn,236811,19560
2018-11-06,Remember the future,93534,13878
2018-11-06,"Oh hi guys … lol
https://t.co/TX10I0Ecrn",16882,1581
2018-11-03,Walked full length of Boring Co tunnel under LA tonight. Disturbingly long. On track for opening party Dec 10. Will be very one-dimensional.,65713,4245
2018-11-03,I remember when I was a sponge. Simpler times they were.,110807,15325
